year,month,day,hour,trips,day_of_week,event_of_day
2017,1,15,22,10,1, 
2017,1,15,23,1,1, 
2017,1,15,24,7,1, 
2017,1,16,0,304,1, 
2017,1,16,2,2,1, 
2017,1,16,4,3,1, 
2017,1,16,5,1,1, 
2017,1,16,6,3,1, 
2017,1,16,7,2,1, 
2017,1,16,8,5,1, 
2017,1,16,9,8,1, 
2017,1,16,10,11,1, 
2017,1,16,11,11,1, 
2017,1,16,12,28,1, 
2017,1,16,13,29,1, 
2017,1,16,14,32,1, 
2017,1,16,15,32,1, 
2017,1,16,16,27,1, 
2017,1,16,17,25,1, 
2017,1,16,18,15,1, 
2017,1,16,19,28,1, 
2017,1,16,20,24,1, 
2017,1,16,21,9,1, 
2017,1,16,23,3,1, 
2017,1,16,24,6,1, 
2017,1,17,0,334,3, 
2017,1,17,2,2,3, 
2017,1,17,3,5,3, 
2017,1,17,4,1,3, 
2017,1,17,6,2,3, 
2017,1,17,7,4,3, 
2017,1,17,8,14,3, 
2017,1,17,9,31,3, 
2017,1,17,10,18,3, 
2017,1,17,11,14,3, 
2017,1,17,12,19,3, 
2017,1,17,13,16,3, 
2017,1,17,14,20,3, 
2017,1,17,15,21,3, 
2017,1,17,16,16,3, 
2017,1,17,17,22,3, 
2017,1,17,18,33,3, 
2017,1,17,19,37,3, 
2017,1,17,20,27,3, 
2017,1,17,21,9,3, 
2017,1,17,22,12,3, 
2017,1,17,23,9,3, 
2017,1,17,24,2,3, 
2017,1,18,0,307,4, 
2017,1,18,1,2,4, 
2017,1,18,2,6,4, 
2017,1,18,3,1,4, 
2017,1,18,6,2,4, 
2017,1,18,7,5,4, 
2017,1,18,8,19,4, 
2017,1,18,9,35,4, 
2017,1,18,10,25,4, 
2017,1,18,11,11,4, 
2017,1,18,12,19,4, 
2017,1,18,13,18,4, 
2017,1,18,14,28,4, 
2017,1,18,15,13,4, 
2017,1,18,16,16,4, 
2017,1,18,17,24,4, 
2017,1,18,18,26,4, 
2017,1,18,19,23,4, 
2017,1,18,20,9,4, 
2017,1,18,21,5,4, 
2017,1,18,22,7,4, 
2017,1,18,23,9,4, 
2017,1,18,24,4,4, 
2017,1,19,0,337,5, 
2017,1,19,2,3,5, 
2017,1,19,6,1,5, 
2017,1,19,8,5,5, 
2017,1,19,9,18,5, 
2017,1,19,10,12,5, 
2017,1,19,11,14,5, 
2017,1,19,12,16,5, 
2017,1,19,13,26,5, 
2017,1,19,14,25,5, 
2017,1,19,15,31,5, 
2017,1,19,16,29,5, 
2017,1,19,17,34,5, 
2017,1,19,18,40,5, 
2017,1,19,19,28,5, 
2017,1,19,20,27,5, 
2017,1,19,21,6,5, 
2017,1,19,22,7,5, 
2017,1,19,23,8,5, 
2017,1,19,24,7,5, 
2017,1,20,0,170,6, 
2017,1,20,2,1,6, 
2017,1,20,3,2,6, 
2017,1,20,4,1,6, 
2017,1,20,6,2,6, 
2017,1,20,8,1,6, 
2017,1,20,9,5,6, 
2017,1,20,10,1,6, 
2017,1,20,12,1,6, 
2017,1,20,13,3,6, 
2017,1,20,14,5,6, 
2017,1,20,15,9,6, 
2017,1,20,16,12,6, 
2017,1,20,17,17,6, 
2017,1,20,18,22,6, 
2017,1,20,19,19,6, 
2017,1,20,20,17,6, 
2017,1,20,21,12,6, 
2017,1,20,22,17,6, 
2017,1,20,23,13,6, 
2017,1,20,24,10,6, 
2017,1,21,0,764,7, 
2017,1,21,1,1,7, 
2017,1,21,2,7,7, 
2017,1,21,3,3,7, 
2017,1,21,4,5,7, 
2017,1,21,5,1,7, 
2017,1,21,8,3,7, 
2017,1,21,9,23,7, 
2017,1,21,10,72,7, 
2017,1,21,11,48,7, 
2017,1,21,12,68,7, 
2017,1,21,13,91,7, 
2017,1,21,14,121,7, 
2017,1,21,15,89,7, 
2017,1,21,16,81,7, 
2017,1,21,17,48,7, 
2017,1,21,18,37,7, 
2017,1,21,19,12,7, 
2017,1,21,20,17,7, 
2017,1,21,21,7,7, 
2017,1,21,22,15,7, 
2017,1,21,23,9,7, 
2017,1,21,24,6,7, 
2017,1,22,0,70,1, 
2017,1,22,1,12,1, 
2017,1,22,2,1,1, 
2017,1,22,3,3,1, 
2017,1,22,4,5,1, 
2017,1,22,5,2,1, 
2017,1,22,10,1,1, 
2017,1,22,11,2,1, 
2017,1,22,12,2,1, 
2017,1,22,13,1,1, 
2017,1,22,14,2,1, 
2017,1,22,15,1,1, 
2017,1,22,17,1,1, 
2017,1,22,18,5,1, 
2017,1,22,19,13,1, 
2017,1,22,20,5,1, 
2017,1,22,21,3,1, 
2017,1,22,22,7,1, 
2017,1,22,23,3,1, 
2017,1,22,24,1,1, 
2017,1,23,0,203,2, 
2017,1,23,1,3,2, 
2017,1,23,2,3,2, 
2017,1,23,4,1,2, 
2017,1,23,5,3,2, 
2017,1,23,6,2,2, 
2017,1,23,7,1,2, 
2017,1,23,8,6,2, 
2017,1,23,9,13,2, 
2017,1,23,10,12,2, 
2017,1,23,11,6,2, 
2017,1,23,12,3,2, 
2017,1,23,13,6,2, 
2017,1,23,14,10,2, 
2017,1,23,15,10,2, 
2017,1,23,16,15,2, 
2017,1,23,17,21,2, 
2017,1,23,18,26,2, 
2017,1,23,19,24,2, 
2017,1,23,20,12,2, 
2017,1,23,21,8,2, 
2017,1,23,22,5,2, 
2017,1,23,23,8,2, 
2017,1,23,24,5,2, 
2017,1,24,0,314,3, 
2017,1,24,1,2,3, 
2017,1,24,2,1,3, 
2017,1,24,4,1,3, 
2017,1,24,5,1,3, 
2017,1,24,6,1,3, 
2017,1,24,7,4,3, 
2017,1,24,8,11,3, 
2017,1,24,9,21,3, 
2017,1,24,10,23,3, 
2017,1,24,11,17,3, 
2017,1,24,12,9,3, 
2017,1,24,13,18,3, 
2017,1,24,14,33,3, 
2017,1,24,15,16,3, 
2017,1,24,16,14,3, 
2017,1,24,17,29,3, 
2017,1,24,18,32,3, 
2017,1,24,19,34,3, 
2017,1,24,20,18,3, 
2017,1,24,21,13,3, 
2017,1,24,22,13,3, 
2017,1,24,23,1,3, 
2017,1,24,24,2,3, 
2017,1,25,0,339,4, 
2017,1,25,2,1,4, 
2017,1,25,3,2,4, 
2017,1,25,4,1,4, 
2017,1,25,5,1,4, 
2017,1,25,6,2,4, 
2017,1,25,7,2,4, 
2017,1,25,8,23,4, 
2017,1,25,9,25,4, 
2017,1,25,10,24,4, 
2017,1,25,11,10,4, 
2017,1,25,12,14,4, 
2017,1,25,13,26,4, 
2017,1,25,14,32,4, 
2017,1,25,15,16,4, 
2017,1,25,16,13,4, 
2017,1,25,17,26,4, 
2017,1,25,18,33,4, 
2017,1,25,19,31,4, 
2017,1,25,20,23,4, 
2017,1,25,21,12,4, 
2017,1,25,22,9,4, 
2017,1,25,23,7,4, 
2017,1,25,24,6,4, 
2017,1,26,0,424,5, 
2017,1,26,1,6,5, 
2017,1,26,2,1,5, 
2017,1,26,3,3,5, 
2017,1,26,5,1,5, 
2017,1,26,6,2,5, 
2017,1,26,7,3,5, 
2017,1,26,8,18,5, 
2017,1,26,9,28,5, 
2017,1,26,10,21,5, 
2017,1,26,11,14,5, 
2017,1,26,12,27,5, 
2017,1,26,13,22,5, 
2017,1,26,14,30,5, 
2017,1,26,15,33,5, 
2017,1,26,16,13,5, 
2017,1,26,17,39,5, 
2017,1,26,18,37,5, 
2017,1,26,19,48,5, 
2017,1,26,20,21,5, 
2017,1,26,21,22,5, 
2017,1,26,22,20,5, 
2017,1,26,23,9,5, 
2017,1,26,24,6,5, 
2017,1,27,0,386,6, 
2017,1,27,1,2,6, 
2017,1,27,2,1,6, 
2017,1,27,3,3,6, 
2017,1,27,4,1,6, 
2017,1,27,5,3,6, 
2017,1,27,7,5,6, 
2017,1,27,8,13,6, 
2017,1,27,9,15,6, 
2017,1,27,10,14,6, 
2017,1,27,11,19,6, 
2017,1,27,12,22,6, 
2017,1,27,13,27,6, 
2017,1,27,14,42,6, 
2017,1,27,15,15,6, 
2017,1,27,16,25,6, 
2017,1,27,17,38,6, 
2017,1,27,18,28,6, 
2017,1,27,19,43,6, 
2017,1,27,20,24,6, 
2017,1,27,21,18,6, 
2017,1,27,22,8,6, 
2017,1,27,23,9,6, 
2017,1,27,24,11,6, 
2017,1,28,0,603,7, 
2017,1,28,1,4,7, 
2017,1,28,2,4,7, 
2017,1,28,3,6,7, 
2017,1,28,4,3,7, 
2017,1,28,5,1,7, 
2017,1,28,7,3,7, 
2017,1,28,8,3,7, 
2017,1,28,9,5,7, 
2017,1,28,10,13,7, 
2017,1,28,11,21,7, 
2017,1,28,12,34,7, 
2017,1,28,13,29,7, 
2017,1,28,14,33,7, 
2017,1,28,15,62,7, 
2017,1,28,16,39,7, 
2017,1,28,17,62,7, 
2017,1,28,18,38,7, 
2017,1,28,19,44,7, 
2017,1,28,20,35,7, 
2017,1,28,21,56,7, 
2017,1,28,22,48,7, 
2017,1,28,23,37,7, 
2017,1,28,24,23,7, 
2017,1,29,0,434,1, 
2017,1,29,1,19,1, 
2017,1,29,2,15,1, 
2017,1,29,3,3,1, 
2017,1,29,4,4,1, 
2017,1,29,6,2,1, 
2017,1,29,8,9,1, 
2017,1,29,9,5,1, 
2017,1,29,10,21,1, 
2017,1,29,11,21,1, 
2017,1,29,12,23,1, 
2017,1,29,13,29,1, 
2017,1,29,14,39,1, 
2017,1,29,15,55,1, 
2017,1,29,16,44,1, 
2017,1,29,17,50,1, 
2017,1,29,18,29,1, 
2017,1,29,19,18,1, 
2017,1,29,20,14,1, 
2017,1,29,21,6,1, 
2017,1,29,22,12,1, 
2017,1,29,23,8,1, 
2017,1,29,24,8,1, 
2017,1,30,0,380,2, 
2017,1,30,1,1,2, 
2017,1,30,3,2,2, 
2017,1,30,4,1,2, 
2017,1,30,5,1,2, 
2017,1,30,7,8,2, 
2017,1,30,8,21,2, 
2017,1,30,9,21,2, 
2017,1,30,10,26,2, 
2017,1,30,11,16,2, 
2017,1,30,12,14,2, 
2017,1,30,13,26,2, 
2017,1,30,14,27,2, 
2017,1,30,15,22,2, 
2017,1,30,16,33,2, 
2017,1,30,17,28,2, 
2017,1,30,18,39,2, 
2017,1,30,19,41,2, 
2017,1,30,20,18,2, 
2017,1,30,21,11,2, 
2017,1,30,22,14,2, 
2017,1,30,23,3,2, 
2017,1,30,24,7,2, 
2017,1,31,0,446,3, 
2017,1,31,1,3,3, 
2017,1,31,2,3,3, 
2017,1,31,3,3,3, 
2017,1,31,5,2,3, 
2017,1,31,6,2,3, 
2017,1,31,7,5,3, 
2017,1,31,8,20,3, 
2017,1,31,9,33,3, 
2017,1,31,10,21,3, 
2017,1,31,11,19,3, 
2017,1,31,12,27,3, 
2017,1,31,13,32,3, 
2017,1,31,14,24,3, 
2017,1,31,15,27,3, 
2017,1,31,16,29,3, 
2017,1,31,17,31,3, 
2017,1,31,18,51,3, 
2017,1,31,19,44,3, 
2017,1,31,20,21,3, 
2017,1,31,21,21,3, 
2017,1,31,22,14,3, 
2017,1,31,23,13,3, 
2017,1,31,24,1,3, 
2017,2,0,0,9533,0, 
2017,2,1,0,419,4, 
2017,2,1,1,2,4, 
2017,2,1,3,2,4, 
2017,2,1,5,2,4, 
2017,2,1,6,2,4, 
2017,2,1,7,8,4, 
2017,2,1,8,23,4, 
2017,2,1,9,40,4, 
2017,2,1,10,15,4, 
2017,2,1,11,16,4, 
2017,2,1,12,24,4, 
2017,2,1,13,27,4, 
2017,2,1,14,24,4, 
2017,2,1,15,27,4, 
2017,2,1,16,20,4, 
2017,2,1,17,34,4, 
2017,2,1,18,43,4, 
2017,2,1,19,35,4, 
2017,2,1,20,20,4, 
2017,2,1,21,15,4, 
2017,2,1,22,12,4, 
2017,2,1,23,17,4, 
2017,2,1,24,11,4, 
2017,2,2,0,406,5, 
2017,2,2,1,2,5, 
2017,2,2,2,1,5, 
2017,2,2,3,2,5, 
2017,2,2,5,1,5, 
2017,2,2,6,2,5, 
2017,2,2,7,6,5, 
2017,2,2,8,24,5, 
2017,2,2,9,32,5, 
2017,2,2,10,19,5, 
2017,2,2,11,17,5, 
2017,2,2,12,17,5, 
2017,2,2,13,36,5, 
2017,2,2,14,17,5, 
2017,2,2,15,26,5, 
2017,2,2,16,22,5, 
2017,2,2,17,32,5, 
2017,2,2,18,49,5, 
2017,2,2,19,44,5, 
2017,2,2,20,12,5, 
2017,2,2,21,10,5, 
2017,2,2,22,19,5, 
2017,2,2,23,10,5, 
2017,2,2,24,6,5, 
2017,2,3,0,244,6, 
2017,2,3,1,2,6, 
2017,2,3,2,6,6, 
2017,2,3,3,1,6, 
2017,2,3,4,6,6, 
2017,2,3,5,2,6, 
2017,2,3,7,2,6, 
2017,2,3,8,8,6, 
2017,2,3,9,7,6, 
2017,2,3,10,1,6, 
2017,2,3,11,1,6, 
2017,2,3,12,5,6, 
2017,2,3,13,7,6, 
2017,2,3,14,24,6, 
2017,2,3,15,13,6, 
2017,2,3,16,9,6, 
2017,2,3,17,21,6, 
2017,2,3,18,20,6, 
2017,2,3,19,29,6, 
2017,2,3,20,13,6, 
2017,2,3,21,25,6, 
2017,2,3,22,13,6, 
2017,2,3,23,14,6, 
2017,2,3,24,15,6, 
2017,2,4,0,397,7, 
2017,2,4,1,11,7, 
2017,2,4,2,4,7, 
2017,2,4,3,5,7, 
2017,2,4,4,3,7, 
2017,2,4,5,1,7, 
2017,2,4,7,1,7, 
2017,2,4,8,4,7, 
2017,2,4,9,7,7, 
2017,2,4,10,18,7, 
2017,2,4,11,14,7, 
2017,2,4,12,21,7, 
2017,2,4,13,38,7, 
2017,2,4,14,39,7, 
2017,2,4,15,35,7, 
2017,2,4,16,26,7, 
2017,2,4,17,35,7, 
2017,2,4,18,25,7, 
2017,2,4,19,25,7, 
2017,2,4,20,23,7, 
2017,2,4,21,22,7, 
2017,2,4,22,10,7, 
2017,2,4,23,19,7, 
2017,2,4,24,11,7, 
2017,2,5,0,273,1, 
2017,2,5,1,13,1, 
2017,2,5,2,9,1, 
2017,2,5,3,5,1, 
2017,2,5,4,1,1, 
2017,2,5,5,1,1, 
2017,2,5,7,2,1, 
2017,2,5,8,5,1, 
2017,2,5,9,3,1, 
2017,2,5,10,12,1, 
2017,2,5,11,20,1, 
2017,2,5,12,17,1, 
2017,2,5,13,23,1, 
2017,2,5,14,23,1, 
2017,2,5,15,23,1, 
2017,2,5,16,16,1, 
2017,2,5,17,14,1, 
2017,2,5,18,18,1, 
2017,2,5,19,16,1, 
2017,2,5,20,16,1, 
2017,2,5,21,10,1, 
2017,2,5,22,15,1, 
2017,2,5,23,3,1, 
2017,2,5,24,8,1, 
2017,2,6,0,205,2, 
2017,2,6,1,1,2, 
2017,2,6,2,1,2, 
2017,2,6,3,1,2, 
2017,2,6,4,1,2, 
2017,2,6,5,1,2, 
2017,2,6,7,2,2, 
2017,2,6,8,3,2, 
2017,2,6,9,1,2, 
2017,2,6,10,3,2, 
2017,2,6,11,1,2, 
2017,2,6,12,11,2, 
2017,2,6,13,13,2, 
2017,2,6,14,6,2, 
2017,2,6,15,8,2, 
2017,2,6,16,13,2, 
2017,2,6,17,29,2, 
2017,2,6,18,36,2, 
2017,2,6,19,20,2, 
2017,2,6,20,19,2, 
2017,2,6,21,14,2, 
2017,2,6,22,9,2, 
2017,2,6,23,7,2, 
2017,2,6,24,5,2, 
2017,2,7,0,223,3, 
2017,2,7,3,1,3, 
2017,2,7,5,1,3, 
2017,2,7,6,2,3, 
2017,2,7,8,9,3, 
2017,2,7,9,16,3, 
2017,2,7,10,8,3, 
2017,2,7,11,4,3, 
2017,2,7,12,2,3, 
2017,2,7,13,10,3, 
2017,2,7,14,11,3, 
2017,2,7,15,13,3, 
2017,2,7,16,22,3, 
2017,2,7,17,32,3, 
2017,2,7,18,37,3, 
2017,2,7,19,27,3, 
2017,2,7,20,9,3, 
2017,2,7,21,8,3, 
2017,2,7,22,10,3, 
2017,2,7,23,1,3, 
2017,2,8,0,377,4, 
2017,2,8,1,1,4, 
2017,2,8,3,1,4, 
2017,2,8,4,1,4, 
2017,2,8,7,6,4, 
2017,2,8,8,21,4, 
2017,2,8,9,27,4, 
2017,2,8,10,13,4, 
2017,2,8,11,7,4, 
2017,2,8,12,14,4, 
2017,2,8,13,25,4, 
2017,2,8,14,25,4, 
2017,2,8,15,27,4, 
2017,2,8,16,22,4, 
2017,2,8,17,42,4, 
2017,2,8,18,50,4, 
2017,2,8,19,29,4, 
2017,2,8,20,21,4, 
2017,2,8,21,17,4, 
2017,2,8,22,12,4, 
2017,2,8,23,13,4, 
2017,2,8,24,3,4, 
2017,2,9,0,400,5, 
2017,2,9,1,2,5, 
2017,2,9,2,4,5, 
2017,2,9,4,1,5, 
2017,2,9,5,1,5, 
2017,2,9,7,6,5, 
2017,2,9,8,19,5, 
2017,2,9,9,26,5, 
2017,2,9,10,28,5, 
2017,2,9,11,21,5, 
2017,2,9,12,24,5, 
2017,2,9,13,24,5, 
2017,2,9,14,17,5, 
2017,2,9,15,23,5, 
2017,2,9,16,27,5, 
2017,2,9,17,37,5, 
2017,2,9,18,43,5, 
2017,2,9,19,23,5, 
2017,2,9,20,28,5, 
2017,2,9,21,15,5, 
2017,2,9,22,11,5, 
2017,2,9,23,5,5, 
2017,2,9,24,15,5, 
2017,2,10,0,223,6, 
2017,2,10,1,2,6, 
2017,2,10,3,1,6, 
2017,2,10,4,1,6, 
2017,2,10,5,4,6, 
2017,2,10,6,1,6, 
2017,2,10,7,6,6, 
2017,2,10,8,15,6, 
2017,2,10,9,25,6, 
2017,2,10,10,11,6, 
2017,2,10,11,18,6, 
2017,2,10,12,14,6, 
2017,2,10,13,22,6, 
2017,2,10,14,26,6, 
2017,2,10,15,13,6, 
2017,2,10,16,10,6, 
2017,2,10,17,10,6, 
2017,2,10,18,3,6, 
2017,2,10,19,5,6, 
2017,2,10,20,7,6, 
2017,2,10,21,10,6, 
2017,2,10,22,6,6, 
2017,2,10,23,5,6, 
2017,2,10,24,8,6, 
2017,2,11,0,320,7, 
2017,2,11,1,10,7, 
2017,2,11,2,9,7, 
2017,2,11,3,6,7, 
2017,2,11,4,2,7, 
2017,2,11,8,1,7, 
2017,2,11,9,3,7, 
2017,2,11,10,12,7, 
2017,2,11,11,17,7, 
2017,2,11,12,17,7, 
2017,2,11,13,21,7, 
2017,2,11,14,26,7, 
2017,2,11,15,22,7, 
2017,2,11,16,24,7, 
2017,2,11,17,33,7, 
2017,2,11,18,36,7, 
2017,2,11,19,24,7, 
2017,2,11,20,13,7, 
2017,2,11,21,10,7, 
2017,2,11,22,8,7, 
2017,2,11,23,19,7, 
2017,2,11,24,7,7, 
2017,2,12,0,336,1, 
2017,2,12,1,3,1, 
2017,2,12,2,8,1, 
2017,2,12,3,2,1, 
2017,2,12,8,3,1, 
2017,2,12,9,7,1, 
2017,2,12,10,8,1, 
2017,2,12,11,21,1, 
2017,2,12,12,23,1, 
2017,2,12,13,18,1, 
2017,2,12,14,21,1, 
2017,2,12,15,32,1, 
2017,2,12,16,33,1, 
2017,2,12,17,35,1, 
2017,2,12,18,27,1, 
2017,2,12,19,29,1, 
2017,2,12,20,21,1, 
2017,2,12,21,13,1, 
2017,2,12,22,14,1, 
2017,2,12,23,9,1, 
2017,2,12,24,9,1, 
2017,2,13,0,399,2, 
2017,2,13,1,2,2, 
2017,2,13,3,1,2, 
2017,2,13,4,1,2, 
2017,2,13,5,1,2, 
2017,2,13,6,2,2, 
2017,2,13,7,4,2, 
2017,2,13,8,27,2, 
2017,2,13,9,22,2, 
2017,2,13,10,22,2, 
2017,2,13,11,13,2, 
2017,2,13,12,30,2, 
2017,2,13,13,31,2, 
2017,2,13,14,24,2, 
2017,2,13,15,26,2, 
2017,2,13,16,33,2, 
2017,2,13,17,26,2, 
2017,2,13,18,42,2, 
2017,2,13,19,32,2, 
2017,2,13,20,19,2, 
2017,2,13,21,20,2, 
2017,2,13,22,10,2, 
2017,2,13,23,4,2, 
2017,2,13,24,7,2, 
2017,2,14,0,454,3, 
2017,2,14,1,1,3, 
2017,2,14,2,1,3, 
2017,2,14,5,1,3, 
2017,2,14,6,1,3, 
2017,2,14,7,8,3, 
2017,2,14,8,27,3, 
2017,2,14,9,27,3, 
2017,2,14,10,27,3, 
2017,2,14,11,16,3, 
2017,2,14,12,18,3, 
2017,2,14,13,35,3, 
2017,2,14,14,23,3, 
2017,2,14,15,24,3, 
2017,2,14,16,35,3, 
2017,2,14,17,42,3, 
2017,2,14,18,48,3, 
2017,2,14,19,46,3, 
2017,2,14,20,38,3, 
2017,2,14,21,12,3, 
2017,2,14,22,13,3, 
2017,2,14,23,9,3, 
2017,2,14,24,2,3, 
2017,2,15,0,401,4, 
2017,2,15,1,1,4, 
2017,2,15,3,4,4, 
2017,2,15,5,1,4, 
2017,2,15,6,2,4, 
2017,2,15,7,9,4, 
2017,2,15,8,21,4, 
2017,2,15,9,37,4, 
2017,2,15,10,24,4, 
2017,2,15,11,13,4, 
2017,2,15,12,17,4, 
2017,2,15,13,32,4, 
2017,2,15,14,24,4, 
2017,2,15,15,22,4, 
2017,2,15,16,23,4, 
2017,2,15,17,27,4, 
2017,2,15,18,39,4, 
2017,2,15,19,31,4, 
2017,2,15,20,29,4, 
2017,2,15,21,20,4, 
2017,2,15,22,8,4, 
2017,2,15,23,4,4, 
2017,2,15,24,13,4, 
2017,2,16,0,411,5, 
2017,2,16,1,4,5, 
2017,2,16,2,2,5, 
2017,2,16,3,3,5, 
2017,2,16,5,1,5, 
2017,2,16,6,1,5, 
2017,2,16,7,6,5, 
2017,2,16,8,22,5, 
2017,2,16,9,32,5, 
2017,2,16,10,16,5, 
2017,2,16,11,14,5, 
2017,2,16,12,18,5, 
2017,2,16,13,33,5, 
2017,2,16,14,30,5, 
2017,2,16,15,30,5, 
2017,2,16,16,28,5, 
2017,2,16,17,32,5, 
2017,2,16,18,56,5, 
2017,2,16,19,29,5, 
2017,2,16,20,23,5, 
2017,2,16,21,8,5, 
2017,2,16,22,12,5, 
2017,2,16,23,6,5, 
2017,2,16,24,5,5, 
2017,2,17,0,79,6, 
2017,2,17,1,2,6, 
2017,2,17,2,3,6, 
2017,2,17,3,2,6, 
2017,2,17,4,1,6, 
2017,2,17,5,3,6, 
2017,2,17,7,3,6, 
2017,2,17,8,14,6, 
2017,2,17,9,15,6, 
2017,2,17,10,11,6, 
2017,2,17,11,1,6, 
2017,2,17,12,5,6, 
2017,2,17,13,1,6, 
2017,2,17,14,1,6, 
2017,2,17,15,1,6, 
2017,2,17,16,2,6, 
2017,2,17,17,4,6, 
2017,2,17,18,4,6, 
2017,2,17,19,5,6, 
2017,2,17,24,1,6, 
2017,2,18,0,335,7, 
2017,2,18,1,4,7, 
2017,2,18,2,2,7, 
2017,2,18,4,3,7, 
2017,2,18,8,2,7, 
2017,2,18,9,8,7, 
2017,2,18,10,15,7, 
2017,2,18,11,18,7, 
2017,2,18,12,19,7, 
2017,2,18,13,13,7, 
2017,2,18,14,33,7, 
2017,2,18,15,29,7, 
2017,2,18,16,34,7, 
2017,2,18,17,39,7, 
2017,2,18,18,26,7, 
2017,2,18,19,16,7, 
2017,2,18,20,21,7, 
2017,2,18,21,9,7, 
2017,2,18,22,21,7, 
2017,2,18,23,17,7, 
2017,2,18,24,6,7, 
2017,2,19,0,270,1, 
2017,2,19,1,13,1, 
2017,2,19,2,15,1, 
2017,2,19,3,4,1, 
2017,2,19,5,1,1, 
2017,2,19,6,2,1, 
2017,2,19,7,2,1, 
2017,2,19,8,3,1, 
2017,2,19,9,2,1, 
2017,2,19,10,8,1, 
2017,2,19,11,16,1, 
2017,2,19,12,12,1, 
2017,2,19,13,22,1, 
2017,2,19,14,14,1, 
2017,2,19,15,31,1, 
2017,2,19,16,22,1, 
2017,2,19,17,38,1, 
2017,2,19,18,23,1, 
2017,2,19,19,17,1, 
2017,2,19,20,6,1, 
2017,2,19,21,7,1, 
2017,2,19,22,2,1, 
2017,2,19,23,5,1, 
2017,2,19,24,5,1, 
2017,2,20,0,263,1, 
2017,2,20,1,1,1, 
2017,2,20,2,3,1, 
2017,2,20,3,2,1, 
2017,2,20,4,3,1, 
2017,2,20,5,2,1, 
2017,2,20,7,7,1, 
2017,2,20,8,2,1, 
2017,2,20,9,6,1, 
2017,2,20,10,8,1, 
2017,2,20,11,14,1, 
2017,2,20,12,29,1, 
2017,2,20,13,21,1, 
2017,2,20,14,25,1, 
2017,2,20,15,32,1, 
2017,2,20,16,22,1, 
2017,2,20,17,15,1, 
2017,2,20,18,14,1, 
2017,2,20,19,13,1, 
2017,2,20,20,18,1, 
2017,2,20,21,11,1, 
2017,2,20,22,5,1, 
2017,2,20,23,7,1, 
2017,2,20,24,3,1, 
2017,2,21,0,344,3, 
2017,2,21,1,1,3, 
2017,2,21,2,1,3, 
2017,2,21,3,2,3, 
2017,2,21,5,1,3, 
2017,2,21,6,1,3, 
2017,2,21,7,8,3, 
2017,2,21,8,21,3, 
2017,2,21,9,21,3, 
2017,2,21,10,10,3, 
2017,2,21,11,10,3, 
2017,2,21,12,9,3, 
2017,2,21,13,14,3, 
2017,2,21,14,30,3, 
2017,2,21,15,20,3, 
2017,2,21,16,28,3, 
2017,2,21,17,26,3, 
2017,2,21,18,38,3, 
2017,2,21,19,28,3, 
2017,2,21,20,22,3, 
2017,2,21,21,18,3, 
2017,2,21,22,16,3, 
2017,2,21,23,10,3, 
2017,2,21,24,9,3, 
2017,2,22,0,438,4, 
2017,2,22,1,2,4, 
2017,2,22,2,1,4, 
2017,2,22,4,1,4, 
2017,2,22,5,2,4, 
2017,2,22,6,1,4, 
2017,2,22,7,8,4, 
2017,2,22,8,23,4, 
2017,2,22,9,33,4, 
2017,2,22,10,25,4, 
2017,2,22,11,16,4, 
2017,2,22,12,25,4, 
2017,2,22,13,33,4, 
2017,2,22,14,39,4, 
2017,2,22,15,26,4, 
2017,2,22,16,14,4, 
2017,2,22,17,45,4, 
2017,2,22,18,37,4, 
2017,2,22,19,38,4, 
2017,2,22,20,28,4, 
2017,2,22,21,13,4, 
2017,2,22,22,11,4, 
2017,2,22,23,13,4, 
2017,2,22,24,4,4, 
2017,2,23,0,399,5, 
2017,2,23,1,2,5, 
2017,2,23,2,5,5, 
2017,2,23,3,3,5, 
2017,2,23,5,1,5, 
2017,2,23,6,4,5, 
2017,2,23,7,3,5, 
2017,2,23,8,27,5, 
2017,2,23,9,26,5, 
2017,2,23,10,25,5, 
2017,2,23,11,9,5, 
2017,2,23,12,14,5, 
2017,2,23,13,26,5, 
2017,2,23,14,24,5, 
2017,2,23,15,27,5, 
2017,2,23,16,26,5, 
2017,2,23,17,30,5, 
2017,2,23,18,45,5, 
2017,2,23,19,29,5, 
2017,2,23,20,18,5, 
2017,2,23,21,18,5, 
2017,2,23,22,14,5, 
2017,2,23,23,17,5, 
2017,2,23,24,6,5, 
2017,2,24,0,479,6, 
2017,2,24,2,5,6, 
2017,2,24,3,1,6, 
2017,2,24,4,3,6, 
2017,2,24,5,3,6, 
2017,2,24,7,9,6, 
2017,2,24,8,13,6, 
2017,2,24,9,22,6, 
2017,2,24,10,29,6, 
2017,2,24,11,19,6, 
2017,2,24,12,24,6, 
2017,2,24,13,44,6, 
2017,2,24,14,41,6, 
2017,2,24,15,25,6, 
2017,2,24,16,19,6, 
2017,2,24,17,34,6, 
2017,2,24,18,48,6, 
2017,2,24,19,26,6, 
2017,2,24,20,29,6, 
2017,2,24,21,37,6, 
2017,2,24,22,15,6, 
2017,2,24,23,19,6, 
2017,2,24,24,14,6, 
2017,2,25,0,349,7, 
2017,2,25,1,10,7, 
2017,2,25,2,2,7, 
2017,2,25,3,6,7, 
2017,2,25,4,6,7, 
2017,2,25,5,1,7, 
2017,2,25,6,4,7, 
2017,2,25,7,1,7, 
