year,month,day,hour,trips,day_of_week,event_of_day
2017,12,8,7,14,6, 
2017,12,8,8,32,6, 
2017,12,8,9,31,6, 
2017,12,8,10,43,6, 
2017,12,8,11,18,6, 
2017,12,8,12,54,6, 
2017,12,8,13,61,6, 
2017,12,8,14,62,6, 
2017,12,8,15,38,6, 
2017,12,8,16,47,6, 
2017,12,8,17,45,6, 
2017,12,8,18,58,6, 
2017,12,8,19,47,6, 
2017,12,8,20,21,6, 
2017,12,8,21,20,6, 
2017,12,8,22,20,6, 
2017,12,8,23,13,6, 
2017,12,8,24,20,6, 
2017,12,9,0,712,7,Artists & Fleas LA
2017,12,9,1,8,7, 
2017,12,9,2,2,7, 
2017,12,9,3,3,7, 
2017,12,9,4,1,7, 
2017,12,9,5,2,7, 
2017,12,9,7,3,7, 
2017,12,9,8,8,7, 
2017,12,9,9,14,7, 
2017,12,9,10,23,7, 
2017,12,9,11,38,7, 
2017,12,9,12,59,7, 
2017,12,9,13,61,7, 
2017,12,9,14,64,7, 
2017,12,9,15,66,7, 
2017,12,9,16,82,7, 
2017,12,9,17,63,7, 
2017,12,9,18,58,7, 
2017,12,9,19,39,7, 
2017,12,9,20,39,7, 
2017,12,9,21,33,7, 
2017,12,9,22,17,7, 
2017,12,9,23,16,7, 
2017,12,9,24,13,7, 
2017,12,10,0,1305,1,CicLAvia Iconic Wilshire
2017,12,10,1,9,1, 
2017,12,10,2,14,1, 
2017,12,10,3,6,1, 
2017,12,10,4,1,1, 
2017,12,10,6,2,1, 
2017,12,10,7,2,1, 
2017,12,10,8,4,1, 
2017,12,10,9,22,1, 
2017,12,10,10,58,1, 
2017,12,10,11,144,1, 
2017,12,10,12,158,1, 
2017,12,10,13,224,1, 
2017,12,10,14,170,1, 
2017,12,10,15,137,1, 
2017,12,10,16,87,1, 
2017,12,10,17,90,1, 
2017,12,10,18,59,1, 
2017,12,10,19,23,1, 
2017,12,10,20,24,1, 
2017,12,10,21,17,1, 
2017,12,10,22,24,1, 
2017,12,10,23,15,1, 
2017,12,10,24,15,1, 
2017,12,11,0,683,2, 
2017,12,11,1,7,2, 
2017,12,11,2,2,2, 
2017,12,11,3,3,2, 
2017,12,11,5,1,2, 
2017,12,11,6,3,2, 
2017,12,11,7,9,2, 
2017,12,11,8,37,2, 
2017,12,11,9,53,2, 
2017,12,11,10,32,2, 
2017,12,11,11,26,2, 
2017,12,11,12,40,2, 
2017,12,11,13,49,2, 
2017,12,11,14,51,2, 
2017,12,11,15,45,2, 
2017,12,11,16,45,2, 
2017,12,11,17,48,2, 
2017,12,11,18,63,2, 
2017,12,11,19,63,2, 
2017,12,11,20,45,2, 
2017,12,11,21,17,2, 
2017,12,11,22,22,2, 
2017,12,11,23,15,2, 
2017,12,11,24,7,2, 
2017,12,12,0,698,3, 
2017,12,12,1,4,3, 
2017,12,12,2,3,3, 
2017,12,12,4,3,3, 
2017,12,12,5,1,3, 
2017,12,12,6,2,3, 
2017,12,12,7,13,3, 
2017,12,12,8,25,3, 
2017,12,12,9,56,3, 
2017,12,12,10,31,3, 
2017,12,12,11,31,3, 
2017,12,12,12,48,3, 
2017,12,12,13,49,3, 
2017,12,12,14,46,3, 
2017,12,12,15,51,3, 
2017,12,12,16,66,3, 
2017,12,12,17,45,3, 
2017,12,12,18,65,3, 
2017,12,12,19,60,3, 
2017,12,12,20,34,3, 
2017,12,12,21,22,3, 
2017,12,12,22,23,3, 
2017,12,12,23,15,3, 
2017,12,12,24,5,3, 
2017,12,13,0,588,4, 
2017,12,13,1,2,4, 
2017,12,13,2,2,4, 
2017,12,13,4,1,4, 
2017,12,13,5,1,4, 
2017,12,13,6,3,4, 
2017,12,13,7,12,4, 
2017,12,13,8,29,4, 
2017,12,13,9,52,4, 
2017,12,13,10,40,4, 
2017,12,13,11,23,4, 
2017,12,13,12,47,4, 
2017,12,13,13,30,4, 
2017,12,13,14,38,4, 
2017,12,13,15,32,4, 
2017,12,13,16,47,4, 
2017,12,13,17,44,4, 
2017,12,13,18,57,4, 
2017,12,13,19,42,4, 
2017,12,13,20,27,4, 
2017,12,13,21,12,4, 
2017,12,13,22,22,4, 
2017,12,13,23,9,4, 
2017,12,13,24,16,4, 
2017,12,14,0,678,5,Pop up at Echo Park Station
2017,12,14,1,8,5, 
2017,12,14,2,2,5, 
2017,12,14,3,6,5, 
2017,12,14,5,1,5, 
2017,12,14,6,5,5, 
2017,12,14,7,7,5, 
2017,12,14,8,29,5, 
2017,12,14,9,54,5, 
2017,12,14,10,34,5, 
2017,12,14,11,16,5, 
2017,12,14,12,30,5, 
2017,12,14,13,51,5, 
2017,12,14,14,30,5, 
2017,12,14,15,47,5, 
2017,12,14,16,47,5, 
2017,12,14,17,69,5, 
2017,12,14,18,48,5, 
2017,12,14,19,66,5, 
2017,12,14,20,47,5, 
2017,12,14,21,23,5, 
2017,12,14,22,22,5, 
2017,12,14,23,24,5, 
2017,12,14,24,12,5, 
2017,12,15,0,708,6, 
2017,12,15,1,6,6, 
2017,12,15,2,2,6, 
2017,12,15,3,2,6, 
2017,12,15,4,5,6, 
2017,12,15,5,2,6, 
2017,12,15,7,15,6, 
2017,12,15,8,23,6, 
2017,12,15,9,47,6, 
2017,12,15,10,36,6, 
2017,12,15,11,43,6, 
2017,12,15,12,33,6, 
2017,12,15,13,65,6, 
2017,12,15,14,42,6, 
2017,12,15,15,48,6, 
2017,12,15,16,44,6, 
2017,12,15,17,53,6, 
2017,12,15,18,61,6, 
2017,12,15,19,48,6, 
2017,12,15,20,39,6, 
2017,12,15,21,34,6, 
2017,12,15,22,27,6, 
2017,12,15,23,22,6, 
2017,12,15,24,11,6, 
2017,12,16,0,572,7,Pop up at Echo Park Station
2017,12,16,1,10,7, 
2017,12,16,2,11,7, 
2017,12,16,3,2,7, 
2017,12,16,4,2,7, 
2017,12,16,5,1,7, 
2017,12,16,6,2,7, 
2017,12,16,7,3,7, 
2017,12,16,8,6,7, 
2017,12,16,9,14,7, 
2017,12,16,10,29,7, 
2017,12,16,11,36,7, 
2017,12,16,12,36,7, 
2017,12,16,13,56,7, 
2017,12,16,14,54,7, 
2017,12,16,15,60,7, 
2017,12,16,16,61,7, 
2017,12,16,17,53,7, 
2017,12,16,18,34,7, 
2017,12,16,19,26,7, 
2017,12,16,20,21,7, 
2017,12,16,21,24,7, 
2017,12,16,22,18,7, 
2017,12,16,23,7,7, 
2017,12,16,24,6,7, 
2017,12,17,0,620,1,Old Pasadena Farmer's Market and Smorgasburg LA
2017,12,17,1,4,1, 
2017,12,17,2,1,1, 
2017,12,17,3,2,1, 
2017,12,17,4,2,1, 
2017,12,17,5,1,1, 
2017,12,17,6,2,1, 
2017,12,17,7,1,1, 
2017,12,17,8,8,1, 
2017,12,17,9,9,1, 
2017,12,17,10,20,1, 
2017,12,17,11,28,1, 
2017,12,17,12,40,1, 
2017,12,17,13,49,1, 
2017,12,17,14,78,1, 
2017,12,17,15,61,1, 
2017,12,17,16,64,1, 
2017,12,17,17,78,1, 
2017,12,17,18,40,1, 
2017,12,17,19,38,1, 
2017,12,17,20,29,1, 
2017,12,17,21,30,1, 
2017,12,17,22,18,1, 
2017,12,17,23,7,1, 
2017,12,17,24,10,1, 
2017,12,18,0,621,2, 
2017,12,18,1,1,2, 
2017,12,18,2,4,2, 
2017,12,18,3,2,2, 
2017,12,18,4,1,2, 
2017,12,18,7,10,2, 
2017,12,18,8,31,2, 
2017,12,18,9,56,2, 
2017,12,18,10,27,2, 
2017,12,18,11,23,2, 
2017,12,18,12,38,2, 
2017,12,18,13,50,2, 
2017,12,18,14,33,2, 
2017,12,18,15,41,2, 
2017,12,18,16,54,2, 
2017,12,18,17,55,2, 
2017,12,18,18,61,2, 
2017,12,18,19,52,2, 
2017,12,18,20,32,2, 
2017,12,18,21,16,2, 
2017,12,18,22,16,2, 
2017,12,18,23,15,2, 
2017,12,18,24,3,2, 
2017,12,19,0,786,3, 
2017,12,19,1,4,3, 
2017,12,19,2,4,3, 
2017,12,19,3,3,3, 
2017,12,19,4,3,3, 
2017,12,19,5,3,3, 
2017,12,19,6,4,3, 
2017,12,19,7,12,3, 
2017,12,19,8,32,3, 
2017,12,19,9,48,3, 
2017,12,19,10,47,3, 
2017,12,19,11,30,3, 
2017,12,19,12,46,3, 
2017,12,19,13,65,3, 
2017,12,19,14,70,3, 
2017,12,19,15,66,3, 
2017,12,19,16,63,3, 
2017,12,19,17,58,3, 
2017,12,19,18,65,3, 
2017,12,19,19,41,3, 
2017,12,19,20,37,3, 
2017,12,19,21,26,3, 
2017,12,19,22,28,3, 
2017,12,19,23,21,3, 
2017,12,19,24,10,3, 
2017,12,20,0,551,4, 
2017,12,20,1,4,4, 
2017,12,20,2,4,4, 
2017,12,20,3,2,4, 
2017,12,20,4,3,4, 
2017,12,20,5,1,4, 
2017,12,20,6,8,4, 
2017,12,20,7,13,4, 
2017,12,20,8,25,4, 
2017,12,20,9,42,4, 
2017,12,20,10,25,4, 
2017,12,20,11,18,4, 
2017,12,20,12,34,4, 
2017,12,20,13,45,4, 
2017,12,20,14,36,4, 
2017,12,20,15,33,4, 
2017,12,20,16,39,4, 
2017,12,20,17,55,4, 
2017,12,20,18,46,4, 
2017,12,20,19,31,4, 
2017,12,20,20,34,4, 
2017,12,20,21,24,4, 
2017,12,20,22,11,4, 
2017,12,20,23,11,4, 
2017,12,20,24,7,4, 
2017,12,21,0,582,5, 
2017,12,21,1,3,5, 
2017,12,21,4,2,5, 
2017,12,21,5,1,5, 
2017,12,21,6,2,5, 
2017,12,21,7,8,5, 
2017,12,21,8,23,5, 
2017,12,21,9,33,5, 
2017,12,21,10,31,5, 
2017,12,21,11,29,5, 
2017,12,21,12,38,5, 
2017,12,21,13,59,5, 
2017,12,21,14,46,5, 
2017,12,21,15,41,5, 
2017,12,21,16,39,5, 
2017,12,21,17,59,5, 
2017,12,21,18,56,5, 
2017,12,21,19,35,5, 
2017,12,21,20,33,5, 
2017,12,21,21,21,5, 
2017,12,21,22,12,5, 
2017,12,21,23,3,5, 
2017,12,21,24,8,5, 
2017,12,22,0,520,6, 
2017,12,22,1,2,6, 
2017,12,22,2,9,6, 
2017,12,22,3,3,6, 
2017,12,22,4,2,6, 
2017,12,22,5,1,6, 
2017,12,22,6,1,6, 
2017,12,22,7,7,6, 
2017,12,22,8,16,6, 
2017,12,22,9,23,6, 
2017,12,22,10,26,6, 
2017,12,22,11,35,6, 
2017,12,22,12,47,6, 
2017,12,22,13,36,6, 
2017,12,22,14,49,6, 
2017,12,22,15,28,6, 
2017,12,22,16,59,6, 
2017,12,22,17,40,6, 
2017,12,22,18,36,6, 
2017,12,22,19,29,6, 
2017,12,22,20,14,6, 
2017,12,22,21,23,6, 
2017,12,22,22,15,6, 
2017,12,22,23,16,6, 
2017,12,22,24,3,6, 
2017,12,23,0,512,7,Artists & Fleas LA
2017,12,23,1,8,7, 
2017,12,23,2,4,7, 
2017,12,23,3,1,7, 
2017,12,23,6,1,7, 
2017,12,23,7,1,7, 
2017,12,23,8,5,7, 
2017,12,23,9,9,7, 
2017,12,23,10,20,7, 
2017,12,23,11,22,7, 
2017,12,23,12,47,7, 
2017,12,23,13,50,7, 
2017,12,23,14,54,7, 
2017,12,23,15,46,7, 
2017,12,23,16,61,7, 
2017,12,23,17,39,7, 
2017,12,23,18,42,7, 
2017,12,23,19,21,7, 
2017,12,23,20,21,7, 
2017,12,23,21,12,7, 
2017,12,23,22,21,7, 
2017,12,23,23,11,7, 
2017,12,23,24,16,7, 
2017,12,24,0,440,1, 
2017,12,24,1,2,1, 
2017,12,24,2,14,1, 
2017,12,24,3,6,1, 
2017,12,24,4,1,1, 
2017,12,24,5,2,1, 
2017,12,24,6,1,1, 
2017,12,24,7,2,1, 
2017,12,24,8,5,1, 
2017,12,24,9,13,1, 
2017,12,24,10,22,1, 
2017,12,24,11,27,1, 
2017,12,24,12,34,1, 
2017,12,24,13,35,1, 
2017,12,24,14,54,1, 
2017,12,24,15,54,1, 
2017,12,24,16,27,1, 
2017,12,24,17,46,1, 
2017,12,24,18,29,1, 
2017,12,24,19,27,1, 
2017,12,24,20,19,1, 
2017,12,24,21,6,1, 
2017,12,24,22,7,1, 
2017,12,24,23,7,1, 
2017,12,25,0,469,2, 
2017,12,25,1,6,2, 
2017,12,25,2,1,2, 
2017,12,25,3,1,2, 
2017,12,25,4,1,2, 
2017,12,25,6,1,2, 
2017,12,25,7,1,2, 
2017,12,25,9,3,2, 
2017,12,25,10,8,2, 
2017,12,25,11,30,2, 
2017,12,25,12,40,2, 
2017,12,25,13,48,2, 
2017,12,25,14,57,2, 
2017,12,25,15,42,2, 
2017,12,25,16,67,2, 
2017,12,25,17,77,2, 
2017,12,25,18,26,2, 
2017,12,25,19,27,2, 
2017,12,25,20,4,2, 
2017,12,25,21,9,2, 
2017,12,25,22,6,2, 
2017,12,25,23,11,2, 
2017,12,25,24,3,2, 
2017,12,26,0,589,3, 
2017,12,26,1,4,3, 
2017,12,26,7,7,3, 
2017,12,26,8,8,3, 
2017,12,26,9,20,3, 
2017,12,26,10,17,3, 
2017,12,26,11,26,3, 
2017,12,26,12,49,3, 
2017,12,26,13,52,3, 
2017,12,26,14,60,3, 
2017,12,26,15,47,3, 
2017,12,26,16,57,3, 
2017,12,26,17,71,3, 
2017,12,26,18,43,3, 
2017,12,26,19,40,3, 
2017,12,26,20,32,3, 
2017,12,26,21,21,3, 
2017,12,26,22,15,3, 
2017,12,26,23,18,3, 
2017,12,26,24,2,3, 
2017,12,27,0,693,4, 
2017,12,27,1,1,4, 
2017,12,27,2,2,4, 
2017,12,27,3,6,4, 
2017,12,27,4,3,4, 
2017,12,27,5,1,4, 
2017,12,27,6,4,4, 
2017,12,27,7,5,4, 
2017,12,27,8,13,4, 
2017,12,27,9,29,4, 
2017,12,27,10,23,4, 
2017,12,27,11,46,4, 
2017,12,27,12,48,4, 
2017,12,27,13,56,4, 
2017,12,27,14,72,4, 
2017,12,27,15,55,4, 
2017,12,27,16,59,4, 
2017,12,27,17,72,4, 
2017,12,27,18,54,4, 
2017,12,27,19,31,4, 
2017,12,27,20,35,4, 
2017,12,27,21,22,4, 
2017,12,27,22,23,4, 
2017,12,27,23,25,4, 
2017,12,27,24,8,4, 
2017,12,28,0,647,5, 
2017,12,28,1,7,5, 
2017,12,28,2,1,5, 
2017,12,28,4,2,5, 
2017,12,28,5,1,5, 
2017,12,28,6,1,5, 
2017,12,28,7,2,5, 
2017,12,28,8,17,5, 
2017,12,28,9,27,5, 
2017,12,28,10,19,5, 
2017,12,28,11,26,5, 
2017,12,28,12,40,5, 
2017,12,28,13,58,5, 
2017,12,28,14,76,5, 
2017,12,28,15,50,5, 
2017,12,28,16,62,5, 
2017,12,28,17,61,5, 
2017,12,28,18,55,5, 
2017,12,28,19,45,5, 
2017,12,28,20,30,5, 
2017,12,28,21,29,5, 
2017,12,28,22,13,5, 
2017,12,28,23,16,5, 
2017,12,28,24,9,5, 
2017,12,29,0,844,6, 
2017,12,29,1,3,6, 
2017,12,29,2,1,6, 
2017,12,29,3,5,6, 
2017,12,29,4,2,6, 
2017,12,29,6,4,6, 
2017,12,29,7,6,6, 
2017,12,29,8,15,6, 
2017,12,29,9,27,6, 
2017,12,29,10,30,6, 
2017,12,29,11,46,6, 
2017,12,29,12,69,6, 
2017,12,29,13,68,6, 
2017,12,29,14,99,6, 
2017,12,29,15,79,6, 
2017,12,29,16,94,6, 
2017,12,29,17,69,6, 
2017,12,29,18,59,6, 
2017,12,29,19,42,6, 
2017,12,29,20,41,6, 
2017,12,29,21,28,6, 
2017,12,29,22,29,6, 
2017,12,29,23,12,6, 
2017,12,29,24,16,6, 
2017,12,30,0,739,7, 
2017,12,30,1,24,7, 
2017,12,30,2,12,7, 
2017,12,30,3,4,7, 
2017,12,30,4,5,7, 
2017,12,30,5,2,7, 
2017,12,30,7,4,7, 
2017,12,30,8,8,7, 
2017,12,30,9,15,7, 
2017,12,30,10,27,7, 
2017,12,30,11,36,7, 
2017,12,30,12,58,7, 
2017,12,30,13,89,7, 
2017,12,30,14,80,7, 
2017,12,30,15,58,7, 
2017,12,30,16,89,7, 
2017,12,30,17,59,7, 
2017,12,30,18,30,7, 
2017,12,30,19,16,7, 
2017,12,30,20,24,7, 
2017,12,30,21,35,7, 
2017,12,30,22,22,7, 
2017,12,30,23,18,7, 
2017,12,30,24,24,7, 
2017,12,31,0,779,1, 
2017,12,31,1,15,1, 
2017,12,31,2,3,1, 
2017,12,31,3,2,1, 
2017,12,31,4,2,1, 
2017,12,31,6,3,1, 
2017,12,31,7,5,1, 
2017,12,31,8,5,1, 
2017,12,31,9,5,1, 
2017,12,31,10,28,1, 
2017,12,31,11,48,1, 
2017,12,31,12,64,1, 
2017,12,31,13,78,1, 
2017,12,31,14,79,1, 
2017,12,31,15,100,1, 
2017,12,31,16,64,1, 
2017,12,31,17,86,1, 
2017,12,31,18,37,1, 
2017,12,31,19,22,1, 
2017,12,31,20,21,1, 
2017,12,31,21,20,1, 
2017,12,31,22,38,1, 
2017,12,31,23,27,1, 
2017,12,31,24,27,1, 
2018,0,0,0,311894,0, 
2018,1,0,0,22221,0, 
2018,1,1,0,781,1, 
2018,1,1,1,25,1, 
2018,1,1,2,24,1, 
2018,1,1,3,12,1, 
2018,1,1,4,3,1, 
2018,1,1,5,5,1, 
2018,1,1,6,7,1, 
2018,1,1,7,13,1, 
2018,1,1,8,10,1, 
2018,1,1,9,22,1, 
2018,1,1,10,26,1, 
2018,1,1,11,51,1, 
2018,1,1,12,55,1, 
2018,1,1,13,73,1, 
2018,1,1,14,83,1, 
2018,1,1,15,68,1, 
2018,1,1,16,72,1, 
2018,1,1,17,68,1, 
2018,1,1,18,40,1, 
2018,1,1,19,38,1, 
2018,1,1,20,29,1, 
2018,1,1,21,30,1, 
2018,1,1,22,11,1, 
2018,1,1,23,5,1, 
2018,1,1,24,11,1, 
2018,1,2,0,765,3, 
2018,1,2,1,7,3, 
2018,1,2,2,9,3, 
2018,1,2,3,1,3, 
2018,1,2,5,1,3, 
2018,1,2,6,4,3, 
2018,1,2,7,13,3, 
2018,1,2,8,22,3, 
2018,1,2,9,43,3, 
2018,1,2,10,39,3, 
2018,1,2,11,34,3, 
2018,1,2,12,57,3, 
2018,1,2,13,66,3, 
2018,1,2,14,49,3, 
2018,1,2,15,64,3, 
2018,1,2,16,55,3, 
2018,1,2,17,87,3, 
2018,1,2,18,60,3, 
2018,1,2,19,53,3, 
2018,1,2,20,38,3, 
2018,1,2,21,19,3, 
2018,1,2,22,16,3, 
2018,1,2,23,22,3, 
2018,1,2,24,6,3, 
2018,1,3,0,717,4, 
2018,1,3,1,3,4, 
2018,1,3,3,2,4, 
2018,1,3,4,1,4, 
2018,1,3,6,2,4, 
2018,1,3,7,13,4, 
2018,1,3,8,33,4, 
2018,1,3,9,49,4, 
2018,1,3,10,47,4, 
2018,1,3,11,20,4, 
2018,1,3,12,45,4, 
2018,1,3,13,74,4, 
2018,1,3,14,56,4, 
2018,1,3,15,47,4, 
2018,1,3,16,50,4, 
2018,1,3,17,74,4, 
2018,1,3,18,53,4, 
2018,1,3,19,50,4, 
2018,1,3,20,36,4, 
2018,1,3,21,19,4, 
2018,1,3,22,29,4, 
2018,1,3,23,7,4, 
2018,1,3,24,7,4, 
2018,1,4,0,736,5, 
2018,1,4,1,4,5, 
2018,1,4,2,1,5, 
2018,1,4,4,1,5, 
2018,1,4,6,5,5, 
2018,1,4,7,8,5, 
2018,1,4,8,33,5, 
2018,1,4,9,43,5, 
2018,1,4,10,59,5, 
2018,1,4,11,47,5, 
2018,1,4,12,41,5, 
2018,1,4,13,62,5, 
2018,1,4,14,55,5, 
2018,1,4,15,62,5, 
2018,1,4,16,51,5, 
2018,1,4,17,52,5, 
2018,1,4,18,65,5, 
2018,1,4,19,50,5, 
2018,1,4,20,33,5, 
2018,1,4,21,18,5, 
2018,1,4,22,18,5, 
2018,1,4,23,14,5, 
2018,1,4,24,14,5, 
2018,1,5,0,742,6, 
2018,1,5,1,7,6, 
2018,1,5,2,3,6, 
2018,1,5,3,3,6, 
2018,1,5,4,2,6, 
2018,1,5,6,1,6, 
2018,1,5,7,13,6, 
2018,1,5,8,28,6, 
2018,1,5,9,42,6, 
2018,1,5,10,66,6, 
2018,1,5,11,24,6, 
2018,1,5,12,61,6, 
2018,1,5,13,58,6, 
2018,1,5,14,58,6, 
2018,1,5,15,74,6, 
2018,1,5,16,49,6, 
2018,1,5,17,52,6, 
2018,1,5,18,38,6, 
2018,1,5,19,47,6, 
2018,1,5,20,34,6, 
2018,1,5,21,27,6, 
2018,1,5,22,28,6, 
2018,1,5,23,20,6, 
2018,1,5,24,7,6, 
2018,1,6,0,608,7, 
2018,1,6,1,14,7, 
2018,1,6,2,8,7, 
2018,1,6,3,13,7, 
2018,1,6,4,7,7, 
2018,1,6,5,1,7, 
2018,1,6,6,1,7, 
2018,1,6,7,4,7, 
2018,1,6,8,2,7, 
2018,1,6,9,17,7, 
2018,1,6,10,21,7, 
2018,1,6,11,28,7, 
2018,1,6,12,36,7, 
2018,1,6,13,60,7, 
2018,1,6,14,60,7, 
2018,1,6,15,45,7, 
2018,1,6,16,55,7, 
2018,1,6,17,54,7, 
2018,1,6,18,45,7, 
2018,1,6,19,34,7, 
2018,1,6,20,14,7, 
2018,1,6,21,35,7, 
2018,1,6,22,25,7, 
2018,1,6,23,15,7, 
2018,1,6,24,14,7, 
2018,1,7,0,670,1,Pasadena City College Flea Market
2018,1,7,1,7,1, 
2018,1,7,2,10,1, 
2018,1,7,3,1,1, 
2018,1,7,4,7,1, 
2018,1,7,5,2,1, 
2018,1,7,6,3,1, 
2018,1,7,7,2,1, 
2018,1,7,8,5,1, 
2018,1,7,9,16,1, 
2018,1,7,10,16,1, 
2018,1,7,11,26,1, 
2018,1,7,12,40,1, 
2018,1,7,13,69,1, 
2018,1,7,14,62,1, 
2018,1,7,15,82,1, 
2018,1,7,16,85,1, 
2018,1,7,17,59,1, 
2018,1,7,18,38,1, 
2018,1,7,19,44,1, 
2018,1,7,20,18,1, 
2018,1,7,21,32,1, 
2018,1,7,22,16,1, 
2018,1,7,23,19,1, 
2018,1,7,24,11,1, 
2018,1,8,0,287,2, 
2018,1,8,1,2,2, 
2018,1,8,2,7,2, 
2018,1,8,3,5,2, 
2018,1,8,4,1,2, 
2018,1,8,5,3,2, 
2018,1,8,6,5,2, 
2018,1,8,7,7,2, 
2018,1,8,8,21,2, 
2018,1,8,9,28,2, 
2018,1,8,10,19,2, 
2018,1,8,11,16,2, 
2018,1,8,12,22,2, 
2018,1,8,13,35,2, 
2018,1,8,14,13,2, 
2018,1,8,15,9,2, 
2018,1,8,16,12,2, 
2018,1,8,17,14,2, 
2018,1,8,18,12,2, 
2018,1,8,19,21,2, 
2018,1,8,20,15,2, 
2018,1,8,21,6,2, 
2018,1,8,22,6,2, 
2018,1,8,23,4,2, 
2018,1,8,24,4,2, 
2018,1,9,0,245,3, 
2018,1,9,1,2,3, 
2018,1,9,2,2,3, 
2018,1,9,7,5,3, 
2018,1,9,8,4,3, 
2018,1,9,9,24,3, 
2018,1,9,10,5,3, 
2018,1,9,11,15,3, 
2018,1,9,12,24,3, 
2018,1,9,13,16,3, 
2018,1,9,14,13,3, 
2018,1,9,15,7,3, 
2018,1,9,16,3,3, 
2018,1,9,17,14,3, 
2018,1,9,18,23,3, 
2018,1,9,19,26,3, 
2018,1,9,20,16,3, 
2018,1,9,21,20,3, 
2018,1,9,22,13,3, 
2018,1,9,23,9,3, 
2018,1,9,24,4,3, 
2018,1,10,0,643,4,Pop up at 7th & Flower
2018,1,10,1,6,4, 
2018,1,10,2,2,4, 
2018,1,10,4,2,4, 
2018,1,10,6,6,4, 
2018,1,10,7,10,4, 
2018,1,10,8,25,4, 
2018,1,10,9,50,4, 
2018,1,10,10,27,4, 
2018,1,10,11,34,4, 
2018,1,10,12,36,4, 
2018,1,10,13,53,4, 
2018,1,10,14,46,4, 
2018,1,10,15,33,4, 
2018,1,10,16,58,4, 
2018,1,10,17,52,4, 
2018,1,10,18,62,4, 
2018,1,10,19,45,4, 
2018,1,10,20,30,4, 
2018,1,10,21,23,4, 
2018,1,10,22,19,4, 
2018,1,10,23,15,4, 
2018,1,10,24,9,4, 
2018,1,11,0,662,5, 
2018,1,11,1,4,5, 
2018,1,11,2,3,5, 
2018,1,11,3,4,5, 
2018,1,11,4,1,5, 
2018,1,11,5,2,5, 
2018,1,11,6,5,5, 
2018,1,11,7,12,5, 
2018,1,11,8,28,5, 
2018,1,11,9,49,5, 
2018,1,11,10,40,5, 
2018,1,11,11,24,5, 
2018,1,11,12,38,5, 
2018,1,11,13,48,5, 
2018,1,11,14,44,5, 
2018,1,11,15,47,5, 
2018,1,11,16,34,5, 
2018,1,11,17,63,5, 
2018,1,11,18,58,5, 
2018,1,11,19,34,5, 
2018,1,11,20,39,5, 
2018,1,11,21,39,5, 
2018,1,11,22,16,5, 
2018,1,11,23,19,5, 
2018,1,11,24,11,5, 
2018,1,12,0,741,6, 
2018,1,12,1,2,6, 
2018,1,12,2,7,6, 
2018,1,12,3,1,6, 
2018,1,12,4,2,6, 
2018,1,12,7,12,6, 
2018,1,12,8,25,6, 
2018,1,12,9,55,6, 
2018,1,12,10,40,6, 
2018,1,12,11,31,6, 
2018,1,12,12,50,6, 
2018,1,12,13,63,6, 
2018,1,12,14,60,6, 
2018,1,12,15,37,6, 
2018,1,12,16,57,6, 
2018,1,12,17,54,6, 
2018,1,12,18,67,6, 
2018,1,12,19,53,6, 
2018,1,12,20,31,6, 
2018,1,12,21,46,6, 
2018,1,12,22,17,6, 
2018,1,12,23,17,6, 
2018,1,12,24,14,6, 
2018,1,13,0,867,7,Artists & Fleas LA
2018,1,13,1,15,7, 
2018,1,13,2,3,7, 
2018,1,13,3,1,7, 
2018,1,13,4,6,7, 
2018,1,13,5,5,7, 
2018,1,13,7,3,7, 
2018,1,13,8,2,7, 
2018,1,13,9,20,7, 
2018,1,13,10,37,7, 
2018,1,13,11,48,7, 
2018,1,13,12,60,7, 
2018,1,13,13,82,7, 
2018,1,13,14,65,7, 
2018,1,13,15,65,7, 
2018,1,13,16,95,7, 
2018,1,13,17,89,7, 
2018,1,13,18,64,7, 
2018,1,13,19,53,7, 
2018,1,13,20,43,7, 
2018,1,13,21,41,7, 
2018,1,13,22,28,7, 
2018,1,13,23,22,7, 
2018,1,13,24,20,7, 
2018,1,14,0,808,1,Old Pasadena Farmers Market and Smorgasburg LA
2018,1,14,1,10,1, 
2018,1,14,2,13,1, 
2018,1,14,3,8,1, 
2018,1,14,4,4,1, 
2018,1,14,5,1,1, 
2018,1,14,6,2,1, 
2018,1,14,7,1,1, 
2018,1,14,8,8,1, 
2018,1,14,9,13,1, 
2018,1,14,10,32,1, 
2018,1,14,11,44,1, 
2018,1,14,12,54,1, 
2018,1,14,13,65,1, 
2018,1,14,14,71,1, 
2018,1,14,15,88,1, 
2018,1,14,16,83,1, 
2018,1,14,17,93,1, 
2018,1,14,18,65,1, 
2018,1,14,19,39,1, 
2018,1,14,20,35,1, 
2018,1,14,21,23,1, 
2018,1,14,22,19,1, 
2018,1,14,23,19,1, 
2018,1,14,24,18,1, 
2018,1,15,0,795,1,Pop up at Kings Fan Fest
2018,1,15,1,22,1, 
2018,1,15,2,19,1, 
2018,1,15,3,15,1, 
2018,1,15,4,10,1, 
2018,1,15,5,2,1, 
2018,1,15,6,1,1, 
2018,1,15,7,9,1, 
2018,1,15,8,17,1, 
2018,1,15,9,29,1, 
2018,1,15,10,30,1, 
2018,1,15,11,36,1, 
2018,1,15,12,40,1, 
2018,1,15,13,71,1, 
2018,1,15,14,77,1, 
2018,1,15,15,73,1, 
2018,1,15,16,61,1, 
